date,product_id,product_name,store_id,region,category,units_sold,price,promotion,holiday,inventory_on_hand,supplier_lead_time_days
2023-10-22,P103,Coffee Maker,7,West,Beauty,91,117.72,0,0,265,3
2023-10-23,P103,Coffee Maker,7,West,Beauty,87,102.79,0,0,173,4
2023-10-24,P103,Coffee Maker,7,West,Beauty,79,97.5,1,0,208,3
2023-10-25,P103,Coffee Maker,7,West,Beauty,76,114.89,0,0,160,10
2023-10-26,P103,Coffee Maker,7,West,Beauty,109,126.19,1,0,271,9
2023-10-27,P103,Coffee Maker,7,West,Beauty,106,132.38,0,0,212,5
2023-10-28,P103,Coffee Maker,7,West,Beauty,145,126.46,0,0,345,5
2023-10-29,P103,Coffee Maker,7,West,Beauty,111,132.9,0,0,242,10
2023-10-30,P103,Coffee Maker,7,West,Beauty,90,100.65,0,0,170,8
2023-10-31,P103,Coffee Maker,7,West,Beauty,135,125.88,1,0,266,7
2023-11-01,P103,Coffee Maker,7,West,Beauty,83,132.98,0,0,231,10
2023-11-02,P103,Coffee Maker,7,West,Beauty,56,107.51,0,0,134,4
2023-11-03,P103,Coffee Maker,7,West,Beauty,112,108.89,0,0,321,8
2023-11-04,P103,Coffee Maker,7,West,Beauty,113,132.58,0,1,308,10
2023-11-05,P103,Coffee Maker,7,West,Beauty,152,96.68,0,1,370,11
2023-11-06,P103,Coffee Maker,7,West,Beauty,83,126.02,0,0,198,11
2023-11-07,P103,Coffee Maker,7,West,Beauty,111,113.45,0,0,247,11
2023-11-08,P103,Coffee Maker,7,West,Beauty,79,129.02,0,0,146,3
2023-11-09,P103,Coffee Maker,7,West,Beauty,110,131.94,0,0,320,11
2023-11-10,P103,Coffee Maker,7,West,Beauty,144,124.67,1,0,283,8
2023-11-11,P103,Coffee Maker,7,West,Beauty,193,107.92,0,1,492,6
2023-11-12,P103,Coffee Maker,7,West,Beauty,159,124.5,0,1,395,7
2023-11-13,P103,Coffee Maker,7,West,Beauty,128,106.88,0,0,370,8
2023-11-14,P103,Coffee Maker,7,West,Beauty,149,133.21,1,0,378,5
2023-11-15,P103,Coffee Maker,7,West,Beauty,113,112.55,0,0,203,3
2023-11-16,P103,Coffee Maker,7,West,Beauty,106,130.99,0,0,232,7
2023-11-17,P103,Coffee Maker,7,West,Beauty,109,100.64,0,0,294,7
2023-11-18,P103,Coffee Maker,7,West,Beauty,196,117.18,0,1,400,8
2023-11-19,P103,Coffee Maker,7,West,Beauty,197,121.66,1,1,470,10
2023-11-20,P103,Coffee Maker,7,West,Beauty,147,106.86,0,0,263,7
2023-11-21,P103,Coffee Maker,7,West,Beauty,104,127.99,0,0,230,6
2023-11-22,P103,Coffee Maker,7,West,Beauty,119,114.24,0,0,346,11
2023-11-23,P103,Coffee Maker,7,West,Beauty,131,106.75,0,0,268,5
2023-11-24,P103,Coffee Maker,7,West,Beauty,174,110.14,1,0,429,9
2023-11-25,P103,Coffee Maker,7,West,Beauty,227,122.62,0,1,565,6
2023-11-26,P103,Coffee Maker,7,West,Beauty,227,127.39,0,1,639,7
2023-11-27,P103,Coffee Maker,7,West,Beauty,156,117.0,0,1,398,4
2023-11-28,P103,Coffee Maker,7,West,Beauty,100,125.11,0,0,183,3
2023-11-29,P103,Coffee Maker,7,West,Beauty,129,121.34,0,0,260,8
2023-11-30,P103,Coffee Maker,7,West,Beauty,134,128.26,1,0,287,5
2023-12-01,P103,Coffee Maker,7,West,Beauty,82,106.97,0,0,227,9
2023-12-02,P103,Coffee Maker,7,West,Beauty,310,108.03,1,1,660,10
2023-12-03,P103,Coffee Maker,7,West,Beauty,181,131.21,0,1,325,5
2023-12-04,P103,Coffee Maker,7,West,Beauty,149,117.65,0,0,385,10
2023-12-05,P103,Coffee Maker,7,West,Beauty,148,126.09,0,0,289,10
2023-12-06,P103,Coffee Maker,7,West,Beauty,113,129.91,0,0,294,6
2023-12-07,P103,Coffee Maker,7,West,Beauty,147,118.09,0,0,387,11
2023-12-08,P103,Coffee Maker,7,West,Beauty,163,105.3,1,0,359,7
2023-12-09,P103,Coffee Maker,7,West,Beauty,269,133.13,1,1,526,10
2023-12-10,P103,Coffee Maker,7,West,Beauty,232,113.41,0,1,544,6
2023-12-11,P103,Coffee Maker,7,West,Beauty,131,126.18,0,0,285,10
2023-12-12,P103,Coffee Maker,7,West,Beauty,165,110.77,0,0,441,5
2023-12-13,P103,Coffee Maker,7,West,Beauty,83,100.7,1,0,209,3
2023-12-14,P103,Coffee Maker,7,West,Beauty,211,104.82,1,0,468,6
2023-12-15,P103,Coffee Maker,7,West,Beauty,91,110.83,0,0,218,3
2023-12-16,P103,Coffee Maker,7,West,Beauty,118,124.25,0,1,339,3
2023-12-17,P103,Coffee Maker,7,West,Beauty,177,102.84,0,1,468,9
2023-12-18,P103,Coffee Maker,7,West,Beauty,156,120.97,1,0,415,6
2023-12-19,P103,Coffee Maker,7,West,Beauty,138,101.88,0,0,308,6
2023-12-20,P103,Coffee Maker,7,West,Beauty,87,106.64,0,0,226,6
2023-12-21,P103,Coffee Maker,7,West,Beauty,101,126.35,0,0,221,9
2023-12-22,P103,Coffee Maker,7,West,Beauty,155,127.35,0,0,306,6
2023-12-23,P103,Coffee Maker,7,West,Beauty,165,131.62,0,1,335,11
2023-12-24,P103,Coffee Maker,7,West,Beauty,206,121.95,0,1,445,5
2023-12-25,P103,Coffee Maker,7,West,Beauty,222,128.95,0,1,588,8
2023-12-26,P103,Coffee Maker,7,West,Beauty,182,102.22,0,1,408,8
2023-12-27,P103,Coffee Maker,7,West,Beauty,189,109.76,0,1,544,7
2023-12-28,P103,Coffee Maker,7,West,Beauty,171,124.23,1,0,422,10
2023-12-29,P103,Coffee Maker,7,West,Beauty,128,129.01,0,0,368,10
2023-12-30,P103,Coffee Maker,7,West,Beauty,258,108.42,0,1,540,10
2023-12-31,P103,Coffee Maker,7,West,Beauty,160,118.36,0,1,371,10
2024-01-01,P103,Coffee Maker,7,West,Beauty,151,132.98,0,0,316,6
2024-01-02,P103,Coffee Maker,7,West,Beauty,132,118.84,1,0,250,5
2024-01-03,P103,Coffee Maker,7,West,Beauty,220,110.05,1,0,423,10
2024-01-04,P103,Coffee Maker,7,West,Beauty,150,125.6,0,0,314,10
2024-01-05,P103,Coffee Maker,7,West,Beauty,99,125.17,0,0,201,11
2024-01-06,P103,Coffee Maker,7,West,Beauty,226,107.2,0,1,579,9
2024-01-07,P103,Coffee Maker,7,West,Beauty,235,123.31,0,1,480,5
2024-01-08,P103,Coffee Maker,7,West,Beauty,114,114.09,0,0,266,8
2024-01-09,P103,Coffee Maker,7,West,Beauty,158,123.63,0,0,294,7
2024-01-10,P103,Coffee Maker,7,West,Beauty,150,112.71,0,0,386,10
2024-01-11,P103,Coffee Maker,7,West,Beauty,198,123.71,1,0,457,3
2024-01-12,P103,Coffee Maker,7,West,Beauty,156,122.31,0,0,378,10
2024-01-13,P103,Coffee Maker,7,West,Beauty,230,97.27,0,1,650,9
2024-01-14,P103,Coffee Maker,7,West,Beauty,208,97.77,0,1,573,5
2024-01-15,P103,Coffee Maker,7,West,Beauty,130,108.09,0,0,323,9
2024-01-16,P103,Coffee Maker,7,West,Beauty,134,108.85,0,0,355,11
2024-01-17,P103,Coffee Maker,7,West,Beauty,144,123.95,0,0,414,3
2024-01-18,P103,Coffee Maker,7,West,Beauty,142,117.18,0,0,292,3
2024-01-19,P103,Coffee Maker,7,West,Beauty,149,119.37,0,0,293,11
2024-01-20,P103,Coffee Maker,7,West,Beauty,209,124.26,0,1,384,7
2024-01-21,P103,Coffee Maker,7,West,Beauty,205,106.21,0,1,516,9
2024-01-22,P103,Coffee Maker,7,West,Beauty,124,108.06,0,0,310,4
2024-01-23,P103,Coffee Maker,7,West,Beauty,159,132.62,0,0,380,10
2024-01-24,P103,Coffee Maker,7,West,Beauty,162,106.39,0,0,476,6
2024-01-25,P103,Coffee Maker,7,West,Beauty,195,129.77,0,1,565,11
2024-01-26,P103,Coffee Maker,7,West,Beauty,210,116.94,0,1,593,10
2024-01-27,P103,Coffee Maker,7,West,Beauty,228,125.76,0,1,547,4
2024-01-28,P103,Coffee Maker,7,West,Beauty,234,121.67,0,1,541,7
2024-01-29,P103,Coffee Maker,7,West,Beauty,137,126.45,0,0,386,7
2024-01-30,P103,Coffee Maker,7,West,Beauty,117,124.51,0,0,319,4
2024-01-31,P103,Coffee Maker,7,West,Beauty,132,123.6,0,0,335,6
2024-02-01,P103,Coffee Maker,7,West,Beauty,122,125.33,0,0,306,7
2024-02-02,P103,Coffee Maker,7,West,Beauty,171,110.71,1,0,324,7
2024-02-03,P103,Coffee Maker,7,West,Beauty,116,115.36,0,0,287,4
2024-02-04,P103,Coffee Maker,7,West,Beauty,246,111.64,0,0,457,4
2024-02-05,P103,Coffee Maker,7,West,Beauty,120,99.27,0,0,316,4
2024-02-06,P103,Coffee Maker,7,West,Beauty,119,133.18,0,0,211,3
2024-02-07,P103,Coffee Maker,7,West,Beauty,182,125.75,0,0,465,4
2024-02-08,P103,Coffee Maker,7,West,Beauty,163,96.99,0,0,353,6
2024-02-09,P103,Coffee Maker,7,West,Beauty,144,129.9,0,0,272,4
2024-02-10,P103,Coffee Maker,7,West,Beauty,191,123.29,0,0,425,5
2024-02-11,P103,Coffee Maker,7,West,Beauty,171,99.73,0,0,305,4
2024-02-12,P103,Coffee Maker,7,West,Beauty,130,113.8,0,0,240,8
2024-02-13,P103,Coffee Maker,7,West,Beauty,134,131.33,0,0,339,8
2024-02-14,P103,Coffee Maker,7,West,Beauty,105,126.62,0,0,305,4
2024-02-15,P103,Coffee Maker,7,West,Beauty,115,128.66,0,0,300,7
2024-02-16,P103,Coffee Maker,7,West,Beauty,181,107.86,1,0,488,10
2024-02-17,P103,Coffee Maker,7,West,Beauty,218,110.5,1,0,518,8
2024-02-18,P103,Coffee Maker,7,West,Beauty,131,125.48,0,0,314,8
2024-02-19,P103,Coffee Maker,7,West,Beauty,109,120.75,0,0,300,6
2024-02-20,P103,Coffee Maker,7,West,Beauty,145,110.9,0,0,383,10
2024-02-21,P103,Coffee Maker,7,West,Beauty,171,126.63,0,0,333,9
2024-02-22,P103,Coffee Maker,7,West,Beauty,146,110.17,0,0,315,10
2024-02-23,P103,Coffee Maker,7,West,Beauty,134,114.0,0,0,343,10
2024-02-24,P103,Coffee Maker,7,West,Beauty,132,123.27,0,0,313,6
2024-02-25,P103,Coffee Maker,7,West,Beauty,175,131.5,0,0,370,5
2024-02-26,P103,Coffee Maker,7,West,Beauty,154,113.7,0,0,373,8
2024-02-27,P103,Coffee Maker,7,West,Beauty,118,125.63,0,0,328,9
2024-02-28,P103,Coffee Maker,7,West,Beauty,150,100.13,0,0,438,3
2024-02-29,P103,Coffee Maker,7,West,Beauty,81,107.28,0,0,214,11
2024-03-01,P103,Coffee Maker,7,West,Beauty,112,101.89,0,0,263,11
2024-03-02,P103,Coffee Maker,7,West,Beauty,164,110.99,1,0,310,10
2024-03-03,P103,Coffee Maker,7,West,Beauty,166,98.62,0,0,456,9
2024-03-04,P103,Coffee Maker,7,West,Beauty,172,126.81,0,0,459,8
2024-03-05,P103,Coffee Maker,7,West,Beauty,144,120.22,1,0,406,6
2024-03-06,P103,Coffee Maker,7,West,Beauty,87,125.99,0,0,253,5
2024-03-07,P103,Coffee Maker,7,West,Beauty,138,119.38,0,0,369,4
2024-03-08,P103,Coffee Maker,7,West,Beauty,99,109.95,0,0,284,5
2024-03-09,P103,Coffee Maker,7,West,Beauty,150,122.69,0,0,405,8
2024-03-10,P103,Coffee Maker,7,West,Beauty,268,122.67,1,0,688,10
2024-03-11,P103,Coffee Maker,7,West,Beauty,137,129.84,0,0,327,11
2024-03-12,P103,Coffee Maker,7,West,Beauty,155,123.39,0,0,323,4
2024-03-13,P103,Coffee Maker,7,West,Beauty,102,115.35,0,0,190,11
2024-03-14,P103,Coffee Maker,7,West,Beauty,148,132.57,0,0,407,8
2024-03-15,P103,Coffee Maker,7,West,Beauty,213,109.42,1,0,611,11
2024-03-16,P103,Coffee Maker,7,West,Beauty,195,131.63,1,0,530,11
2024-03-17,P103,Coffee Maker,7,West,Beauty,160,100.36,0,0,338,4
2024-03-18,P103,Coffee Maker,7,West,Beauty,120,114.1,0,0,213,9
2024-03-19,P103,Coffee Maker,7,West,Beauty,128,106.7,0,0,310,11
2024-03-20,P103,Coffee Maker,7,West,Beauty,146,116.77,1,0,352,6
2024-03-21,P103,Coffee Maker,7,West,Beauty,99,109.48,1,0,185,4
2024-03-22,P103,Coffee Maker,7,West,Beauty,110,131.82,0,0,301,6
2024-03-23,P103,Coffee Maker,7,West,Beauty,152,111.32,1,0,391,7
2024-03-24,P103,Coffee Maker,7,West,Beauty,129,99.25,0,0,367,4
2024-03-25,P103,Coffee Maker,7,West,Beauty,99,106.56,0,0,222,5
2024-03-26,P103,Coffee Maker,7,West,Beauty,146,124.88,0,0,284,5
2024-03-27,P103,Coffee Maker,7,West,Beauty,153,99.44,1,0,381,8
2024-03-28,P103,Coffee Maker,7,West,Beauty,173,110.79,1,0,430,7
2024-03-29,P103,Coffee Maker,7,West,Beauty,174,107.58,1,0,504,10
2024-03-30,P103,Coffee Maker,7,West,Beauty,102,130.27,0,0,182,7
2024-03-31,P103,Coffee Maker,7,West,Beauty,196,130.59,0,0,558,4
2024-04-01,P103,Coffee Maker,7,West,Beauty,183,126.63,1,0,461,8
2024-04-02,P103,Coffee Maker,7,West,Beauty,149,125.23,0,0,391,6
2024-04-03,P103,Coffee Maker,7,West,Beauty,122,111.86,0,0,270,9
2024-04-04,P103,Coffee Maker,7,West,Beauty,168,105.63,0,0,469,4
2024-04-05,P103,Coffee Maker,7,West,Beauty,98,114.33,0,0,187,6
2024-04-06,P103,Coffee Maker,7,West,Beauty,133,104.23,0,0,355,6
2024-04-07,P103,Coffee Maker,7,West,Beauty,140,106.24,0,0,388,10
2024-04-08,P103,Coffee Maker,7,West,Beauty,118,115.24,0,0,255,3
2024-04-09,P103,Coffee Maker,7,West,Beauty,106,114.01,0,0,259,7
2024-04-10,P103,Coffee Maker,7,West,Beauty,123,116.04,0,0,290,3
2024-04-11,P103,Coffee Maker,7,West,Beauty,106,104.13,0,0,192,9
2024-04-12,P103,Coffee Maker,7,West,Beauty,121,108.77,0,0,264,4
2024-04-13,P103,Coffee Maker,7,West,Beauty,170,105.4,0,0,374,10
2024-04-14,P103,Coffee Maker,7,West,Beauty,138,98.31,0,0,289,9
2024-04-15,P103,Coffee Maker,7,West,Beauty,125,133.7,0,0,337,6
2024-04-16,P103,Coffee Maker,7,West,Beauty,97,133.3,0,0,244,9
2024-04-17,P103,Coffee Maker,7,West,Beauty,104,117.43,0,0,287,3
2024-04-18,P103,Coffee Maker,7,West,Beauty,104,101.63,0,0,244,11
2024-04-19,P103,Coffee Maker,7,West,Beauty,164,100.12,1,0,366,8
2024-04-20,P103,Coffee Maker,7,West,Beauty,42,115.25,0,0,95,7
2024-04-21,P103,Coffee Maker,7,West,Beauty,117,102.83,0,0,277,9
2024-04-22,P103,Coffee Maker,7,West,Beauty,172,130.27,1,0,373,8
2024-04-23,P103,Coffee Maker,7,West,Beauty,122,133.24,0,0,281,6
2024-04-24,P103,Coffee Maker,7,West,Beauty,82,114.11,0,0,152,3
2024-04-25,P103,Coffee Maker,7,West,Beauty,100,131.83,1,0,180,3
2024-04-26,P103,Coffee Maker,7,West,Beauty,102,115.81,0,0,211,4
2024-04-27,P103,Coffee Maker,7,West,Beauty,123,110.63,0,0,359,9
2024-04-28,P103,Coffee Maker,7,West,Beauty,145,115.02,0,0,262,7
2024-04-29,P103,Coffee Maker,7,West,Beauty,93,96.5,0,0,237,3
2024-04-30,P103,Coffee Maker,7,West,Beauty,136,124.08,1,0,269,6
2024-05-01,P103,Coffee Maker,7,West,Beauty,140,105.1,0,0,385,5
2024-05-02,P103,Coffee Maker,7,West,Beauty,76,121.54,0,0,147,4
2024-05-03,P103,Coffee Maker,7,West,Beauty,84,117.14,0,0,159,6
2024-05-04,P103,Coffee Maker,7,West,Beauty,158,122.36,0,0,304,4
2024-05-05,P103,Coffee Maker,7,West,Beauty,95,125.75,0,0,277,10
2024-05-06,P103,Coffee Maker,7,West,Beauty,109,107.67,0,0,289,5
2024-05-07,P103,Coffee Maker,7,West,Beauty,134,130.69,1,0,270,10
2024-05-08,P103,Coffee Maker,7,West,Beauty,123,109.12,0,0,362,7
2024-05-09,P103,Coffee Maker,7,West,Beauty,121,112.89,0,0,299,3
2024-05-10,P103,Coffee Maker,7,West,Beauty,116,113.79,0,0,216,8
2024-05-11,P103,Coffee Maker,7,West,Beauty,156,132.84,0,0,446,5
2024-05-12,P103,Coffee Maker,7,West,Beauty,99,125.93,0,0,181,8
2024-05-13,P103,Coffee Maker,7,West,Beauty,84,99.54,0,0,152,7
2024-05-14,P103,Coffee Maker,7,West,Beauty,122,96.56,0,0,296,7
2024-05-15,P103,Coffee Maker,7,West,Beauty,102,113.17,0,0,239,4
2024-05-16,P103,Coffee Maker,7,West,Beauty,121,114.97,0,0,245,6
2024-05-17,P103,Coffee Maker,7,West,Beauty,100,118.51,0,0,285,5
2024-05-18,P103,Coffee Maker,7,West,Beauty,157,124.47,0,0,334,7
2024-05-19,P103,Coffee Maker,7,West,Beauty,97,105.15,0,0,247,3
2024-05-20,P103,Coffee Maker,7,West,Beauty,135,117.18,1,0,354,10
2024-05-21,P103,Coffee Maker,7,West,Beauty,70,101.95,0,0,176,6
2024-05-22,P103,Coffee Maker,7,West,Beauty,86,127.23,0,0,221,4
2024-05-23,P103,Coffee Maker,7,West,Beauty,68,120.39,0,0,176,8
2024-05-24,P103,Coffee Maker,7,West,Beauty,87,128.39,0,0,232,7
2024-05-25,P103,Coffee Maker,7,West,Beauty,129,117.39,0,0,349,3
2024-05-26,P103,Coffee Maker,7,West,Beauty,112,121.84,0,0,225,4
2024-05-27,P103,Coffee Maker,7,West,Beauty,116,118.66,1,0,238,7
2024-05-28,P103,Coffee Maker,7,West,Beauty,92,128.15,0,0,232,4
2024-05-29,P103,Coffee Maker,7,West,Beauty,125,113.83,0,0,254,8
2024-05-30,P103,Coffee Maker,7,West,Beauty,81,106.21,0,0,210,9
2024-05-31,P103,Coffee Maker,7,West,Beauty,97,133.27,0,0,249,8
2024-06-01,P103,Coffee Maker,7,West,Beauty,138,107.91,0,0,336,6
2024-06-02,P103,Coffee Maker,7,West,Beauty,99,112.24,0,0,183,10
2024-06-03,P103,Coffee Maker,7,West,Beauty,94,101.67,0,0,206,4
2024-06-04,P103,Coffee Maker,7,West,Beauty,115,98.51,0,0,204,9
2024-06-05,P103,Coffee Maker,7,West,Beauty,93,107.8,0,0,174,8
2024-06-06,P103,Coffee Maker,7,West,Beauty,93,110.1,0,0,217,4
2024-06-07,P103,Coffee Maker,7,West,Beauty,84,123.87,0,0,212,8
2024-06-08,P103,Coffee Maker,7,West,Beauty,181,124.41,1,0,339,11
2024-06-09,P103,Coffee Maker,7,West,Beauty,108,133.58,0,0,222,4
2024-06-10,P103,Coffee Maker,7,West,Beauty,93,116.34,0,0,191,9
2024-06-11,P103,Coffee Maker,7,West,Beauty,113,104.79,0,0,313,4
2024-06-12,P103,Coffee Maker,7,West,Beauty,104,118.62,0,0,208,9
2024-06-13,P103,Coffee Maker,7,West,Beauty,123,103.81,0,0,352,7
2024-06-14,P103,Coffee Maker,7,West,Beauty,113,129.37,0,0,238,6
2024-06-15,P103,Coffee Maker,7,West,Beauty,111,113.66,0,0,284,11
2024-06-16,P103,Coffee Maker,7,West,Beauty,79,125.26,0,0,210,7
2024-06-17,P103,Coffee Maker,7,West,Beauty,93,119.05,0,0,183,9
2024-06-18,P103,Coffee Maker,7,West,Beauty,66,107.74,0,0,135,4
2024-06-19,P103,Coffee Maker,7,West,Beauty,81,124.24,0,0,211,4
2024-06-20,P103,Coffee Maker,7,West,Beauty,89,133.41,0,0,251,11
2024-06-21,P103,Coffee Maker,7,West,Beauty,102,103.74,1,0,211,8
2024-06-22,P103,Coffee Maker,7,West,Beauty,99,109.12,0,0,254,8
2024-06-23,P103,Coffee Maker,7,West,Beauty,102,111.57,1,0,221,10
2024-06-24,P103,Coffee Maker,7,West,Beauty,136,99.2,1,0,285,6
2024-06-25,P103,Coffee Maker,7,West,Beauty,73,99.97,0,0,157,10
2024-06-26,P103,Coffee Maker,7,West,Beauty,89,132.11,0,0,196,6
2024-06-27,P103,Coffee Maker,7,West,Beauty,76,108.34,0,0,166,5
2024-06-28,P103,Coffee Maker,7,West,Beauty,136,107.77,1,0,284,10
2024-06-29,P103,Coffee Maker,7,West,Beauty,115,99.08,0,0,339,7
2024-06-30,P103,Coffee Maker,7,West,Beauty,67,104.73,0,0,127,5
2024-07-01,P103,Coffee Maker,7,West,Beauty,82,115.07,0,0,148,5
2024-07-02,P103,Coffee Maker,7,West,Beauty,66,112.4,0,0,156,3
2024-07-03,P103,Coffee Maker,7,West,Beauty,99,125.89,0,0,230,8
2024-07-04,P103,Coffee Maker,7,West,Beauty,59,125.14,0,0,142,9
2024-07-05,P103,Coffee Maker,7,West,Beauty,57,132.64,0,0,134,9
2024-07-06,P103,Coffee Maker,7,West,Beauty,98,96.65,0,0,190,4
2024-07-07,P103,Coffee Maker,7,West,Beauty,105,119.08,0,0,254,8
2024-07-08,P103,Coffee Maker,7,West,Beauty,71,99.64,0,0,158,9
2024-07-09,P103,Coffee Maker,7,West,Beauty,62,97.74,0,0,150,10
2024-07-10,P103,Coffee Maker,7,West,Beauty,86,131.25,0,0,196,9
2024-07-11,P103,Coffee Maker,7,West,Beauty,88,99.18,0,0,193,8
2024-07-12,P103,Coffee Maker,7,West,Beauty,57,101.11,0,0,109,8
2024-07-13,P103,Coffee Maker,7,West,Beauty,91,131.25,0,0,255,4
2024-07-14,P103,Coffee Maker,7,West,Beauty,123,114.46,1,0,296,7
2024-07-15,P103,Coffee Maker,7,West,Beauty,78,114.55,0,0,216,5
2024-07-16,P103,Coffee Maker,7,West,Beauty,104,123.88,1,0,282,3
2024-07-17,P103,Coffee Maker,7,West,Beauty,79,124.25,1,0,198,5
2024-07-18,P103,Coffee Maker,7,West,Beauty,96,105.08,0,0,170,7
2024-07-19,P103,Coffee Maker,7,West,Beauty,61,130.98,0,0,111,3
2024-07-20,P103,Coffee Maker,7,West,Beauty,170,126.64,1,0,398,11
2024-07-21,P103,Coffee Maker,7,West,Beauty,103,114.81,0,0,201,11
2024-07-22,P103,Coffee Maker,7,West,Beauty,86,126.14,0,0,159,3
2024-07-23,P103,Coffee Maker,7,West,Beauty,58,113.95,0,0,128,5
2024-07-24,P103,Coffee Maker,7,West,Beauty,92,112.74,1,0,248,6
2024-07-25,P103,Coffee Maker,7,West,Beauty,106,99.9,1,0,298,4
2024-07-26,P103,Coffee Maker,7,West,Beauty,104,121.99,1,0,251,5
2024-07-27,P103,Coffee Maker,7,West,Beauty,68,132.05,0,0,165,6
2024-07-28,P103,Coffee Maker,7,West,Beauty,95,123.03,0,0,251,11
2024-07-29,P103,Coffee Maker,7,West,Beauty,81,96.37,0,0,192,6
2024-07-30,P103,Coffee Maker,7,West,Beauty,72,121.33,0,0,170,9
2024-07-31,P103,Coffee Maker,7,West,Beauty,78,121.69,0,0,208,10
2024-08-01,P103,Coffee Maker,7,West,Beauty,76,129.51,0,0,137,5
2024-08-02,P103,Coffee Maker,7,West,Beauty,74,128.38,0,0,198,3
2024-08-03,P103,Coffee Maker,7,West,Beauty,64,123.52,0,0,150,7
2024-08-04,P103,Coffee Maker,7,West,Beauty,87,121.62,0,0,168,8
2024-08-05,P103,Coffee Maker,7,West,Beauty,65,98.48,1,0,116,4
2024-08-06,P103,Coffee Maker,7,West,Beauty,87,105.03,0,0,249,5
2024-08-07,P103,Coffee Maker,7,West,Beauty,71,96.84,0,0,144,10
2024-08-08,P103,Coffee Maker,7,West,Beauty,64,123.2,0,0,130,7
2024-08-09,P103,Coffee Maker,7,West,Beauty,79,117.13,0,0,215,4
2024-08-10,P103,Coffee Maker,7,West,Beauty,75,132.39,0,0,175,11
2024-08-11,P103,Coffee Maker,7,West,Beauty,85,112.76,0,0,229,11
2024-08-12,P103,Coffee Maker,7,West,Beauty,68,109.46,0,0,163,7
2024-08-13,P103,Coffee Maker,7,West,Beauty,142,113.52,1,0,293,8
2024-08-14,P103,Coffee Maker,7,West,Beauty,58,129.04,0,0,109,5
2024-08-15,P103,Coffee Maker,7,West,Beauty,43,133.56,1,0,116,10
2024-08-16,P103,Coffee Maker,7,West,Beauty,75,111.7,0,0,217,10
2024-08-17,P103,Coffee Maker,7,West,Beauty,86,124.82,0,0,179,9
2024-08-18,P103,Coffee Maker,7,West,Beauty,72,126.12,0,0,145,10
2024-08-19,P103,Coffee Maker,7,West,Beauty,48,97.35,0,0,137,8
2024-08-20,P103,Coffee Maker,7,West,Beauty,83,109.48,0,0,212,4
2024-08-21,P103,Coffee Maker,7,West,Beauty,99,101.11,0,0,258,7
2024-08-22,P103,Coffee Maker,7,West,Beauty,50,100.72,0,0,109,8
2024-08-23,P103,Coffee Maker,7,West,Beauty,71,131.34,0,0,133,5
2024-08-24,P103,Coffee Maker,7,West,Beauty,86,112.43,0,0,249,5
2024-08-25,P103,Coffee Maker,7,West,Beauty,87,103.53,0,0,224,7
2024-08-26,P103,Coffee Maker,7,West,Beauty,102,126.45,1,0,190,7
2024-08-27,P103,Coffee Maker,7,West,Beauty,72,125.71,0,0,183,4
2024-08-28,P103,Coffee Maker,7,West,Beauty,102,121.24,0,0,222,5
2024-08-29,P103,Coffee Maker,7,West,Beauty,61,108.41,0,0,154,7
2024-08-30,P103,Coffee Maker,7,West,Beauty,111,99.5,1,0,215,3
2024-08-31,P103,Coffee Maker,7,West,Beauty,97,115.96,0,0,249,4
2024-09-01,P103,Coffee Maker,7,West,Beauty,104,127.34,0,0,199,4
2024-09-02,P103,Coffee Maker,7,West,Beauty,87,110.54,0,0,208,11
2024-09-03,P103,Coffee Maker,7,West,Beauty,83,107.47,0,0,163,4
2024-09-04,P103,Coffee Maker,7,West,Beauty,72,112.18,0,0,212,9
2024-09-05,P103,Coffee Maker,7,West,Beauty,66,105.99,0,0,170,9
2024-09-06,P103,Coffee Maker,7,West,Beauty,63,113.51,0,0,149,8
2024-09-07,P103,Coffee Maker,7,West,Beauty,81,119.9,0,0,237,6
2024-09-08,P103,Coffee Maker,7,West,Beauty,127,126.3,1,0,271,8
2024-09-09,P103,Coffee Maker,7,West,Beauty,70,102.36,0,0,177,6
2024-09-10,P103,Coffee Maker,7,West,Beauty,94,105.14,0,0,265,5
2024-09-11,P103,Coffee Maker,7,West,Beauty,86,109.93,0,0,205,5
2024-09-12,P103,Coffee Maker,7,West,Beauty,65,120.58,0,0,151,3
2024-09-13,P103,Coffee Maker,7,West,Beauty,72,123.07,0,0,193,11
2024-09-14,P103,Coffee Maker,7,West,Beauty,90,133.18,0,0,200,8
2024-09-15,P103,Coffee Maker,7,West,Beauty,88,132.53,0,0,159,8
2024-09-16,P103,Coffee Maker,7,West,Beauty,107,133.3,0,0,217,4
2024-09-17,P103,Coffee Maker,7,West,Beauty,105,103.72,1,0,272,6
2024-09-18,P103,Coffee Maker,7,West,Beauty,148,96.76,1,0,326,4
2024-09-19,P103,Coffee Maker,7,West,Beauty,84,108.87,1,0,241,7
2024-09-20,P103,Coffee Maker,7,West,Beauty,62,133.59,0,0,177,7
2024-09-21,P103,Coffee Maker,7,West,Beauty,102,122.89,0,0,229,10
2024-09-22,P103,Coffee Maker,7,West,Beauty,101,114.03,0,0,226,6
2024-09-23,P103,Coffee Maker,7,West,Beauty,83,105.65,0,0,240,6
2024-09-24,P103,Coffee Maker,7,West,Beauty,85,102.23,0,0,191,3
2024-09-25,P103,Coffee Maker,7,West,Beauty,101,114.31,0,0,268,7
